stock1,stock2,correlation,lag
A,COF,0.0003992694800344888,20
A,COO,0.002143383469917328,1
A,COP,-0.0005168076764253268,1
A,COR,0.0003012181881370694,1
A,COST,-0.0004707608274535848,30
A,CPAY,0.0,1
A,CPB,0.0005184571185904301,1
A,CPRT,-0.0004919340926141268,20
A,CPT,0.0020475809875602612,1
A,CRL,0.005214110036620535,1
A,CRM,-0.00036878769233248033,1
A,CSCO,0.0005496765310406693,1
A,CSGP,0.0006966273382392058,1
A,CSX,0.0002669117662896124,10
A,CTAS,0.0008541398384280382,1
A,CTLT,0.004140792372780257,1
A,CTRA,0.0006754653664014944,10
A,CTSH,0.0006086704528693041,1
A,CTVA,0.0005713121030106615,10
A,CVS,0.0003359922810986727,10
A,CVX,-0.0003796317351921247,60
A,CZR,0.0012009486921639454,1
A,D,0.000785660499317524,1
A,DAL,0.0007015189717322745,20
A,DAY,0.00013871046357436935,5
A,DD,0.0013481390559332413,1
A,DE,0.0015340123933344648,120
A,DECK,0.00041719516288593334,20
A,DFS,0.0007732368934378727,1
A,DG,-0.0004550885181364135,5
A,DGX,0.0010427621822307696,1
A,DHI,0.0011185292982223186,20
A,DHR,0.001039019536645613,1
A,DIS,0.0004296913982155343,1
A,DLR,0.0019394872724130929,1
A,DLTR,-0.0008698192555245554,180
A,DOC,0.0017554995186081774,1
A,DOV,0.0022625063971350025,1
A,DOW,0.00031413266426760236,20
A,DPZ,0.0005059582384140233,1
A,DRI,0.0018004195781238502,1
A,DTE,0.0015175910856463813,1
A,DUK,0.00043933605464840177,10
A,DVA,0.001884730284384374,1
A,DVN,0.0005696417554505758,10
A,DXCM,0.0008798355904556464,10
A,EA,-0.00044731584203874184,1
A,EBAY,0.0006569770645005576,1
A,ECL,0.0012728732828516107,1
A,ED,0.0007851993427550387,1
A,EFX,0.0030623803770127513,1
A,EG,-0.0007541687511572149,5
A,EIX,0.0005267298508061063,1
A,EL,0.0014891392819981384,1
A,ELV,0.00019172239268811005,20
A,EMN,0.0024269931833869455,1
A,EMR,0.0011636264206839127,1
A,ENPH,0.0010064203168799878,10
A,EOG,-0.0005434235698640906,60
A,EPAM,0.0020048234913673363,1
A,EQIX,-0.000677187120469973,10
A,EQR,0.001433985725169951,1
A,EQT,0.000969908041504367,1
A,ES,0.0028730550481496607,1
A,ESS,0.0017445549160102845,1
A,ETN,0.001129458074016178,1
A,ETR,0.0011919198572483338,1
A,ETSY,0.000619204412203017,20
A,EVRG,0.0004542304499687388,5
A,EW,0.001406524328185971,1
A,EXC,0.0005734704846827219,1
A,EXPD,0.0003319437243553875,20
A,EXPE,0.0007979159173483266,120
A,EXR,0.0010772461667664687,1
A,F,0.0007873159530465073,20
A,FANG,0.00034485736653404325,10
A,FAST,0.0003724096138708953,1
A,FCX,0.0010485393338139947,120
A,FDS,0.00280067389834688,1
A,FDX,-0.00040271767440827876,10
A,FE,0.0007218411425467475,1
A,FFIV,0.001040797179496108,1
A,FI,0.0006250306452655765,1
A,FICO,0.0008530658776491356,1
A,FIS,0.0026950886443506085,1
A,FITB,0.0008342330546171546,10
A,FMC,0.0013919001606476583,1
A,FOX,0.0005174218113943209,20
A,FOXA,0.00033515794271034,1
A,FRT,0.0024745781475742907,1
A,FSLR,0.0009839061487805618,1
A,FTNT,0.0006017942127572817,120
A,FTV,0.002850321109703768,1
A,GD,-0.00048699245060267583,5
A,GE,0.0012692411704532277,1
A,GEHC,-0.000605635101772336,20
A,GEN,0.0006386508834424144,20
A,GEV,0.0,1
A,GILD,0.00021769071278151533,5
A,GIS,-0.0002355904069644998,10
A,GL,0.0005895708563403513,5
A,GLW,0.0011063523353686436,1
A,GM,0.0017451018081830198,20
A,GNRC,0.0012761579878155294,20
A,GOOG,-0.0005238158837245243,5
A,GOOGL,-0.0006923845980121711,5
A,GPC,0.0014886692995829565,1
A,GPN,0.0018888370582043562,1
A,GRMN,0.0013640102263468943,1
A,GS,0.0005204235924467621,1
A,GWW,0.0006897888041978897,1
A,HAL,0.0004936369066566514,1
A,HAS,0.0016749989811640689,1
A,HBAN,0.0004159732667102261,10
A,HCA,0.0017646824796499067,1
A,HD,0.000715249350269466,1
A,HES,0.0006724095148818122,1
A,HIG,0.0016462021987509656,1
A,HII,0.0006060205623851488,5
A,HLT,-0.0004373802606721191,180
A,HOLX,0.0014676832908846339,1
A,HON,0.0005986961953906414,1
A,HPE,0.00110496793758099,1
A,HPQ,0.0009373739695995801,1
A,HRL,0.0010861154441227498,1
A,HSIC,0.0005492077380146552,20
A,HST,0.00045264796888067543,1
A,HSY,0.0004629437397234621,1
A,HUBB,0.0016055036212317038,1
A,HUM,-0.00040435018302260065,1
A,HWM,0.0013620965206261515,1
A,IBM,-0.00033797397552444447,180
A,ICE,0.00035740553594430373,5
A,IDXX,0.0025390074592906995,1
A,IEX,0.0016619198077425428,1
A,IFF,0.0023712190078358686,1
A,ILMN,0.0018012666283771701,1
A,INCY,0.0013142798476344002,5
A,INTC,0.0009599231913528149,1
A,INTU,-0.0006679827576380964,20
A,INVH,0.00198866085028756,1
A,IP,0.0006275831967776251,1
A,IPG,0.001174652224021206,1
A,IQV,0.0034909170175701785,1
A,IR,0.001615239543224147,1
A,IRM,0.0012463556434495488,1
A,ISRG,0.0008241419816259417,1
A,IT,0.0016178370127598004,1
A,ITW,0.0014984881890887042,1
A,IVZ,0.0016383352162497443,1
A,J,0.0017771667341164462,1
A,JBHT,0.00044924549101536484,1
A,JBL,0.001379203788409276,1
A,JCI,0.0013914220742239764,1
A,JKHY,0.001588551843277708,1
A,JNJ,0.00025566166260292085,1
A,JNPR,0.0020783052521326484,1
A,JPM,0.0003022067141271327,1
A,K,0.0009978179000714339,1
A,KDP,0.00024692185046107834,60
A,KEY,-0.0008256996810549599,1
A,KEYS,0.003145876879235032,1
A,KHC,-0.00017476160797353176,5
A,KIM,0.0013929927819115277,1
A,KLAC,0.0005424723495231533,10
A,KMB,0.0006074681515383447,1
A,KMI,0.00045435086944321297,1
A,KMX,0.0026558390023578606,1
A,KO,0.0006441756354870821,1
A,KR,-0.00035408488378064346,10
A,KVUE,-0.0005736434582498176,60
A,L,0.0005413884008421715,1
A,LDOS,0.0010773801390582707,1
A,LEN,-0.0006356825932186796,10
A,LH,0.002212789194628896,1
A,LHX,0.0005114096431750493,120
A,LIN,-0.0004823640073055007,60
A,LKQ,0.0006479348761700759,1
A,LLY,0.0006404935921996833,10
A,LMT,0.0005392049505325006,1
A,LNT,0.0009997024499713099,180
A,LOW,0.0006837262586273316,1
A,LRCX,0.0008497243373612889,60
A,LULU,-0.0005990495680613963,1
A,LUV,-0.0007997469579895338,5
A,LVS,0.0005467736230804568,20
A,LW,-0.0007350203594262802,1
A,LYB,0.0011019150715896305,1
A,LYV,0.0005493416361012013,5
A,MA,0.000935470295028611,1
A,MAA,0.0010004493364709735,1
A,MAR,-0.0003818797534353346,10
A,MAS,0.0007967698431188531,1
A,MCD,0.0002846282860793246,1
A,MCHP,0.000537228198327447,10
A,MCK,-0.0005489894283951874,10
A,MCO,0.0017755794738617326,1
A,MDLZ,0.00032777077994776123,5
A,MDT,0.0006850500987878078,10
A,MET,0.0010859136831148268,1
A,META,-0.0003543760082290314,5
A,MGM,0.0009830852405567324,1
A,MHK,0.004009656211148286,1
A,MKC,0.0011624469163539033,1
A,MKTX,0.0004538339501855298,5
A,MLM,0.001251662897204248,1
A,MMC,0.0002799099825784503,5
A,MMM,0.0007884469240813256,1
A,MNST,0.0006870857278286881,1
A,MO,0.00016256281637102866,180
A,MOH,-0.0005077159446460987,5
A,MOS,0.0008359809189567323,20
A,MPC,-0.0004813715753617772,5
A,MPWR,0.0012086829461065347,1
A,MRK,0.0004749712530378667,10
A,MRNA,0.0028670879117112334,10
A,MRO,-0.0005296756149084695,30
A,MS,0.0008426710547512653,1
A,MSCI,0.0022726649974863363,1
A,MSFT,-0.000668360169778062,1
A,MSI,0.0006666920519082553,1
A,MTB,0.00041008430970120995,10
A,MTCH,-0.0007704251222482674,10
A,MTD,0.006804876040150088,1
A,MU,-0.0008098049439834622,1
A,NCLH,0.0015664568571465349,1
A,NDAQ,0.0005795521052165253,1
A,NDSN,0.0012695685041391907,1
A,NEE,0.0013122489393042633,1
A,NEM,0.0007806763698966111,1
A,NFLX,-0.0012335645041618199,1
A,NI,0.0003970027002461971,30
A,NKE,-0.0004812005830918951,60
A,NOC,0.0005040602202403499,1
A,NOW,-0.0007019150227670099,1
A,NRG,0.0003309956204762566,10
A,NSC,0.0023799437106631375,1
A,NTAP,0.0010244925845247434,1
A,NTRS,0.001887590053814084,1
A,NUE,-0.000626500601680528,5
A,NVDA,-0.0005090647797289985,10
A,NVR,0.0005703612696013053,1
A,NWS,0.0013070849177131312,1
A,NWSA,0.0013274363621551175,1
A,NXPI,0.000779830504282528,120
A,O,0.0004885329641809058,5
A,ODFL,0.0007119425871156947,20
A,OKE,0.0006444536369734571,1
A,OMC,0.0010334393486338014,1
A,ON,0.0005811036488935228,1
A,ORCL,-0.000303447283285376,1
A,ORLY,0.0002641666876615774,1
A,OTIS,0.00249155161076279,1
A,OXY,0.0002831669467578601,1
A,PANW,-0.0009022404843192076,1
A,PARA,-0.0006261184536879354,5
A,PAYC,0.0020248846693845532,1
A,PAYX,0.0003630976578359613,1
A,PCAR,-0.0006656409822106591,10
A,PCG,0.000367005141288276,1
A,PEG,0.0012284225462039272,1
A,PEP,-0.00027209715978408056,10
A,PFE,0.000800816479473444,10
A,PFG,0.001972027560106081,1
A,PG,0.0003441129110610726,1
A,PGR,-0.0006898158460792285,60
A,PH,0.0022019078018170922,1
A,PHM,-0.0008630132586972189,5
A,PKG,0.001191457681407384,1
A,PLD,0.001053957800952904,1
A,PM,0.0004948575763598098,1
A,PNC,0.0005987194471751912,1
A,PNR,0.0016781885251214398,1
A,PNW,0.0009320958867361706,1
A,PODD,0.0016398737328128952,1
A,POOL,0.0010171820024314823,1
A,PPG,0.0020527989997401494,1
A,PPL,0.0005943475024422434,1
A,PRU,0.0007846897032531894,1
A,PSA,0.0005288599819710811,5
A,PSX,0.00017582290938359668,180
A,PTC,0.0009290706334825189,1
A,PWR,0.0018357447602982586,1
A,PYPL,0.0006614438033936081,20
A,QCOM,-0.0002375178693691364,10
A,QRVO,0.0006977473097965529,1
A,RCL,0.0010184419453956805,1
A,REG,0.0017451326945574345,1
A,REGN,-0.0006473254714521443,20
A,RF,0.0007084056256662911,1
A,RHI,0.0017326747313485733,1
A,RJF,0.0014971439350068548,1
A,RL,0.0017245513904512793,1
A,RMD,0.0025247368393652987,1
A,ROK,0.0013591920761000826,1
A,ROL,0.0007560014241147886,1
A,ROP,0.0004014422792934442,1
A,ROST,-0.0004327020198132362,10
A,RSG,0.0009184243018421959,1
A,RTX,0.0007924833368998739,1
A,RVTY,0.004347608721540837,1
A,SBAC,0.00034688118007053195,1
A,SBUX,0.00022608236014371952,5
A,SCHW,0.00039254041302853426,1
A,SHW,0.002748129846866238,1
A,SJM,0.00037433672823595105,5
A,SLB,0.0004766494837385546,120
A,SMCI,-0.001189645132935545,1
A,SNA,0.001813963134806283,1
A,SNPS,-0.0007804846952549385,10
A,SO,0.0006533425697258012,1
A,SOLV,0.0,1
A,SPG,0.000630025663080153,10
A,SPGI,0.0013367853729532224,1
A,SRE,0.0008478400816587927,1
A,STE,0.001180436560193973,1
A,STLD,-0.000401484491661049,1
A,STT,0.0020198016711217674,1
A,STX,-0.0003921018909497335,30
A,STZ,-0.0002697753527434763,20
A,SWK,0.0006171283970544052,20
A,SWKS,0.0011062639590207694,10
A,SYF,0.0012275254234487257,1
A,SYK,0.0008493197032555786,1
A,SYY,0.000444387412787032,1
A,T,-0.0004321008238293391,5
A,TAP,0.0012718784546084045,1
A,TDG,0.0019636307284788862,1
A,TDY,0.001679366240975151,1
A,TECH,0.004333068257924257,1
A,TEL,0.00113345105727452,1
A,TER,0.000806969408054984,1
A,TFC,0.0005854275468043924,20
A,TFX,0.0029999721217295328,1
A,TGT,0.0008862114520692305,1
A,TJX,-0.0003103443544279122,5
A,TMO,0.0012675678118934043,1
A,TMUS,-0.0002728607018767642,20
A,TPR,0.0012512057372476655,1
A,TRGP,0.0005818538911040259,1
A,TRMB,0.0016636037243820615,1
A,TROW,0.0008347596109383317,20
A,TRV,-0.0004152576901166266,5
A,TSCO,0.0005689951366961538,5
A,TSLA,0.0005679236701988767,30
A,TSN,-0.0003679878068206147,60
A,TT,0.0011455422450509147,1
A,TTWO,0.0007838071666263397,10
A,TXN,0.00034284465187767903,1
A,TXT,-0.00030226221932396565,60
A,TYL,0.0010961424704858855,1
A,UAL,0.0005693403046707562,20
A,UBER,0.0023720835280406933,5
A,UDR,0.0016258560992122903,1
A,UHS,0.0028748726763626505,1
A,ULTA,0.0007325444024429552,1
A,UNH,-0.00034584070657647,1
A,UNP,0.0008965905503915531,1
A,UPS,0.0007217968655577043,1
A,URI,0.0015168022691940534,1
A,USB,0.0006797746402065164,1
A,V,0.0004711024438642907,1
A,VICI,0.0006601319288255318,1
A,VLO,0.0005974728788701321,20
A,VLTO,0.0006276190445867654,10
A,VMC,0.0006172394036057449,20
A,VRSK,0.00048189472032264085,1
A,VRSN,-0.0005107504735644428,5
A,VRTX,0.0005908732745179686,180
A,VST,-0.0004949793117264894,20
A,VTR,0.0023734768591339517,1
A,VTRS,0.0009584769197586288,1
A,VZ,0.0005415044883348942,10
A,WAB,0.00174142832927265,1
A,WAT,0.006552712947521474,1
A,WBA,0.0009715006729161583,1
A,WBD,0.0011840998842934432,1
A,WDC,0.001290338105283072,1
A,WEC,0.0008286742312427088,1
A,WELL,0.0004321692001598621,1
A,WFC,0.0009464765940924314,1
A,WM,0.0005531070037011213,1
A,WMB,-0.0005212744113028136,60
A,WMT,-0.0003160386797972105,1
A,WRB,0.0017289864801817334,1
A,WRK,0.001350693441221426,1
A,WST,0.0033959909250385434,1
A,WTW,0.0009629288227199251,1
A,WY,0.000803692877380804,1
A,WYNN,0.0006699904160206909,1
A,XEL,0.00037178378541889414,5
A,XOM,0.0004532096682223969,10
A,XYL,0.0009505159902999683,1
A,YUM,0.000525404085136249,5
A,ZBH,0.0007817253396457427,1
A,ZBRA,0.000786300539269586,1
A,ZTS,0.0009343685784422134,1
AAL,AAPL,0.00026610708206921397,20
AAL,ABBV,0.0004347014809968708,180
AAL,ABNB,0.001830354043219099,1
AAL,ABT,-0.0006997106196810981,1
AAL,ACGL,0.0003977778421240397,1
AAL,ACN,0.0008652552350530015,1
AAL,ADBE,0.0014723885549424009,1
AAL,ADI,-0.0004011939686478304,120
AAL,ADM,-0.00035471874982345833,180
AAL,ADP,0.000710375856480911,1
AAL,ADSK,0.0009990682152836426,1
AAL,AEE,0.00039210493934655047,60
AAL,AEP,0.0007390507444495706,5
AAL,AES,0.0011221079813721242,1
AAL,AFL,-0.0001263767021462517,1
AAL,AIG,0.0006986830806950049,1
AAL,AIZ,0.0008061088828959971,1
AAL,AJG,-0.0004523564250473632,1
AAL,AKAM,-0.0004967138431386911,5
AAL,ALB,0.00278702319359912,1
AAL,ALGN,0.0011211905873417373,1
AAL,ALL,0.0013469022097551808,1
AAL,ALLE,0.0010533433127733003,1
AAL,AMAT,0.000641741369669637,1
AAL,AMCR,0.0008643342895115464,1
AAL,AMD,-0.0006174950887217794,10
AAL,AME,0.0005920841611987068,1
AAL,AMGN,0.0006279714880565615,5
AAL,AMP,0.001652639895579058,1
AAL,AMT,0.0013352851780272241,1
AAL,AMZN,-0.000461198392576785,5
AAL,ANET,-0.0007692782708830152,10
AAL,ANSS,-0.0005348030040671385,5
AAL,AON,-0.00025106251004595797,5
AAL,AOS,0.00116391352414847,1
AAL,APA,0.00038404303100889975,30
AAL,APD,-0.00021973980838796282,180
AAL,APH,0.0008594575818512667,1
AAL,APTV,0.0017215843403532965,1
AAL,ARE,0.0015204856366682615,1
AAL,ATO,0.00045227590314750413,60
AAL,AVB,0.0008741294532365802,1
AAL,AVGO,0.000553188561135925,1
AAL,AVY,0.0013601142433395848,1
AAL,AWK,-0.00019043733021986234,30
AAL,AXON,-0.0003544645039731948,120
AAL,AXP,0.0006746528471051963,1
AAL,AZO,-0.0005572796245271352,120
AAL,BA,0.0008851445222557217,1
AAL,BAC,0.0006884737033123655,1
AAL,BALL,0.0005714010720165076,60
AAL,BAX,-0.001056536350774176,5
AAL,BBWI,0.002785509260746345,1
AAL,BBY,0.001063609896666335,1
AAL,BDX,-0.00046614548978001337,1
AAL,BEN,0.0012616916292569483,1
AAL,BF.B,0.00022857561959091597,1
AAL,BG,0.0010719287825554208,120
AAL,BIIB,-0.0006421517216496097,1
AAL,BIO,0.001087237216975129,1
AAL,BK,0.0005376350202365898,1
AAL,BKNG,0.0011323470073564153,1
AAL,BKR,0.0005148907905622487,180
AAL,BLDR,0.001890398376460345,1
AAL,BLK,0.0009844591411910272,1
AAL,BMY,0.0004020527181197806,180
AAL,BR,0.00039060715208102427,1
AAL,BRK.B,0.0004421710266346909,1
AAL,BRO,0.0008775752697168551,1
AAL,BSX,0.0005805234440281117,180
AAL,BWA,0.0026471467229791505,1
AAL,BX,-0.0015351530682869692,5
AAL,BXP,0.0020396725695259414,1
AAL,C,0.001347064718698172,1
AAL,CAG,0.0005461889758406766,5
AAL,CAH,0.0004524229060760281,5
AAL,CARR,0.0010798917321775058,1
AAL,CAT,0.0011411092137811737,1
AAL,CB,0.0005022875128302174,1
AAL,CBOE,-0.0003995227299719898,5
AAL,CBRE,-0.0010671440144578576,5
AAL,CCI,0.0013410506723157362,1
AAL,CCL,0.004797453380170854,1
AAL,CDNS,0.0004399326386483513,20
AAL,CDW,0.001101009137353525,1
AAL,CE,0.0021452641730523446,1
AAL,CEG,-0.00046981732917801024,30
AAL,CF,-0.0013158801051294765,5
AAL,CFG,0.0021655252443998994,1
AAL,CHD,0.0002734557704199903,5
AAL,CHRW,0.000499044440933304,20
AAL,CHTR,0.0010972297252442615,1
AAL,CI,0.0006885973214700442,1
AAL,CINF,0.0008474042043923346,1
AAL,CL,0.0003578792745753438,5
AAL,CLX,0.0006068712434620236,1
AAL,CMA,0.0023515761669520422,1
AAL,CMCSA,-0.000655753601327037,30
AAL,CME,-0.0007050061462702806,1
AAL,CMG,-0.0005626189170490382,1
AAL,CMI,0.0014360833674132007,1
AAL,CMS,-0.000324749528434647,1
AAL,CNC,-0.000656243561599501,30
AAL,CNP,-0.0002760494226815277,5
AAL,COF,0.0013269994775962509,1
AAL,COO,-0.0011433601158603892,5
AAL,COP,0.0006453804593589872,20
AAL,COR,-0.0006531225553494118,1
AAL,COST,0.00033567867435135227,5
AAL,CPAY,0.0,1
AAL,CPB,-0.0003783665965753174,60
AAL,CPRT,0.002283816791025626,20
AAL,CPT,0.0010606731237543436,1
AAL,CRL,0.0011983651139576832,1
AAL,CRM,0.0004573938806125751,20
AAL,CSCO,0.0007634444812335342,5
AAL,CSGP,0.000936631908092753,60
AAL,CSX,0.0002744402075099469,20
AAL,CTAS,-0.00028442128058796186,120
AAL,CTLT,0.0024271942227773154,1
AAL,CTRA,0.00042055251562750546,30
AAL,CTSH,0.0004906014229651241,1
AAL,CTVA,0.00038089393966435114,30
AAL,CVS,0.0009722846810378601,1
AAL,CVX,-0.0008261681607714459,1
AAL,CZR,0.0016156932952063703,1
AAL,D,0.0006632745231659887,20
AAL,DAL,0.002476098062221669,1
AAL,DAY,-0.00030297636942800587,1
AAL,DD,0.0009749213557632393,1
AAL,DE,0.0011576557537060046,1
AAL,DECK,0.0021173630920822296,1
AAL,DFS,0.002520484740981791,1
AAL,DG,0.0009628042468652895,1
AAL,DGX,-0.0006921631973594095,1
AAL,DHI,0.0021871199669455717,1
AAL,DHR,-0.0007763131115614478,5
AAL,DIS,0.0010053568058912552,1
AAL,DLR,0.000945845085996069,1
AAL,DLTR,-0.0005117717487211197,180
AAL,DOC,0.0011319729969605286,1
AAL,DOV,0.0016763258892304386,1
AAL,DOW,-0.0004454013883710113,5
AAL,DPZ,0.000666459832751405,1
AAL,DRI,0.00045036305322359514,1
AAL,DTE,-0.0005395552144148695,1
AAL,DUK,-0.0004756876106838796,1
AAL,DVA,0.002050574715153207,1
AAL,DVN,0.0007557875730791028,20
AAL,DXCM,-0.0005586199089013039,10
AAL,EA,-0.00039808220783147936,120
AAL,EBAY,0.0011245581500948594,1
AAL,ECL,0.00062441834664526,5
AAL,ED,-0.0006121474983224335,1
AAL,EFX,0.0006204145206322084,1
AAL,EG,0.0008620804962077202,5
AAL,EIX,0.0005640498037582591,60
AAL,EL,0.0006044174002080058,1
AAL,ELV,-0.0004210985367155713,30
AAL,EMN,0.0016737506230183523,1
AAL,EMR,-0.0009722611181962184,5
AAL,ENPH,0.0016532113725003306,1
AAL,EOG,-0.0006364920840192902,10
AAL,EPAM,0.001971457434361814,1
AAL,EQIX,0.0007244983139598741,1
AAL,EQR,0.0006358096862891508,1
AAL,EQT,0.0007609232157314959,1
AAL,ES,0.0004548150348890035,5
AAL,ESS,0.00047184535532364375,1
AAL,ETN,0.0013151699731751246,1
AAL,ETR,0.0005225342152989132,10
AAL,ETSY,0.00038910215455951325,20
AAL,EVRG,-0.0005444250577415654,1
AAL,EW,0.0004611761521074798,20
AAL,EXC,0.0005861795757567166,5
AAL,EXPD,0.0006863473841766742,20
AAL,EXPE,0.0005420908118147629,30
AAL,EXR,0.0003446361545103748,5
AAL,F,0.0017845671760809674,1
AAL,FANG,-0.00037160786043205724,5
AAL,FAST,-0.00023843148144843463,30
AAL,FCX,0.001200155722296769,1
AAL,FDS,0.001076954118775444,1
AAL,FDX,0.0005162251860968135,10
AAL,FE,0.0005558914677554045,60
AAL,FFIV,0.0009377152225009312,1
AAL,FI,-0.000448279733999356,5
AAL,FICO,0.0016139969150038747,1
AAL,FIS,-0.0011610210261839336,5
AAL,FITB,0.000748446756931037,20
AAL,FMC,0.00140773779657994,1
AAL,FOX,0.0010390877815955276,1
AAL,FOXA,-0.000783203679962004,5
AAL,FRT,0.0012862854743093566,1
AAL,FSLR,0.0012693103751080792,1
AAL,FTNT,-0.0007086160514330607,180
AAL,FTV,0.0009879600410522254,1
AAL,GD,-0.0004310088459537989,1
AAL,GE,0.0005053587129704761,1
AAL,GEHC,0.000738014057412841,1
AAL,GEN,0.00085940017183608,1
AAL,GEV,0.0,1
AAL,GILD,0.000423895372968067,60
AAL,GIS,-0.0003486874150439031,180
AAL,GL,0.0003404125908823884,1
AAL,GLW,0.0003138107181474748,20
AAL,GM,0.000851283105993798,1
AAL,GNRC,0.002174060379661763,1
AAL,GOOG,-0.0010536896628922255,1
AAL,GOOGL,-0.0007185001789068983,5
AAL,GPC,0.0008288795257290941,1
AAL,GPN,-0.0017037186296490843,5
AAL,GRMN,0.0009520037605992476,1
AAL,GS,0.000540052056701472,5
AAL,GWW,0.0012442122429863465,1
AAL,HAL,-0.0005078261423663003,5
AAL,HAS,0.0007557126122489113,1
AAL,HBAN,-0.00039467331892004804,5
AAL,HCA,0.0010903713005704983,1
AAL,HD,0.0007666122316492221,1
AAL,HES,0.0006344113611051049,1
AAL,HIG,0.0008557514494432282,1
AAL,HII,0.0007263513642885679,1
AAL,HLT,0.0009819689312279153,1
AAL,HOLX,-0.0007414691586249259,1
AAL,HON,0.0004131429078406499,180
AAL,HPE,0.001264371667562847,1
AAL,HPQ,0.001280359734838558,1
AAL,HRL,0.0004895974332100117,20
AAL,HSIC,-0.00045563085398855516,5
AAL,HST,0.002442990143572022,1
AAL,HSY,-0.0005328683007029639,10
AAL,HUBB,0.0009535317312314327,1
AAL,HUM,-0.0006649061328547289,30
AAL,HWM,0.0009628853415098492,1
AAL,IBM,0.0007214171154438066,1
AAL,ICE,0.00048330622460797076,1
AAL,IDXX,0.0006626415365172732,1
AAL,IEX,0.0012917858223512905,1
AAL,IFF,0.0008947683958565011,1
AAL,ILMN,0.003144710199581471,1
AAL,INCY,0.00027354144801807574,5
AAL,INTC,0.0008797592703164438,30
